SEX,SEXDesc,AGE,AGEDesc,freq,period,sv,svDesc,figure,sd_value
F,Female,,Total,H,200006,POP,% of total population,50.8,
F,Female,0-4,0 - 4,H,200006,POP,% of total population,2.1,
F,Female,10-14,10 - 14,H,200006,POP,% of total population,3.2,
F,Female,15-19,15 - 19,H,200006,POP,% of total population,3.3,
F,Female,20-24,20 - 24,H,200006,POP,% of total population,3.6,
F,Female,25-29,25 - 29,H,200006,POP,% of total population,4.4,
F,Female,30-34,30 - 34,H,200006,POP,% of total population,4.8,
F,Female,35-39,35 - 39,H,200006,POP,% of total population,5.5,
F,Female,40-44,40 - 44,H,200006,POP,% of total population,5,
F,Female,45-49,45 - 49,H,200006,POP,% of total population,3.8,
F,Female,5-9,5 - 9,H,200006,POP,% of total population,2.9,
F,Female,50-54,50 - 54,H,200006,POP,% of total population,2.9,
F,Female,55-59,55 - 59,H,200006,POP,% of total population,1.6,
F,Female,60-64,60 - 64,H,200006,POP,% of total population,1.8,
F,Female,65-69,65 - 69,H,200006,POP,% of total population,1.8,
F,Female,70-74,70 - 74,H,200006,POP,% of total population,1.6,
F,Female,75-79,75 - 79,H,200006,POP,% of total population,1.2,
F,Female,80-84,80 - 84,H,200006,POP,% of total population,0.7,
F,Female,85+,≥85,H,200006,POP,% of total population,0.6,
M,Male,,Total,H,200006,POP,% of total population,49.2,
M,Male,0-4,0 - 4,H,200006,POP,% of total population,2.3,
M,Male,10-14,10 - 14,H,200006,POP,% of total population,3.3,
M,Male,15-19,15 - 19,H,200006,POP,% of total population,3.5,
M,Male,20-24,20 - 24,H,200006,POP,% of total population,3.4,
M,Male,25-29,25 - 29,H,200006,POP,% of total population,3.6,
M,Male,30-34,30 - 34,H,200006,POP,% of total population,3.9,
M,Male,35-39,35 - 39,H,200006,POP,% of total population,4.8,
M,Male,40-44,40 - 44,H,200006,POP,% of total population,4.9,
M,Male,45-49,45 - 49,H,200006,POP,% of total population,3.9,
M,Male,5-9,5 - 9,H,200006,POP,% of total population,3.1,
M,Male,50-54,50 - 54,H,200006,POP,% of total population,3.2,
M,Male,55-59,55 - 59,H,200006,POP,% of total population,2,
M,Male,60-64,60 - 64,H,200006,POP,% of total population,2,
M,Male,65-69,65 - 69,H,200006,POP,% of total population,1.9,
M,Male,70-74,70 - 74,H,200006,POP,% of total population,1.5,
M,Male,75-79,75 - 79,H,200006,POP,% of total population,0.9,
M,Male,80-84,80 - 84,H,200006,POP,% of total population,0.5,
M,Male,85+,≥85,H,200006,POP,% of total population,0.2,
,Total,,Total,H,200012,POP,% of total population,100,
,Total,0-4,0 - 4,H,200012,POP,% of total population,4.2,
,Total,10-14,10 - 14,H,200012,POP,% of total population,6.4,
,Total,15-19,15 - 19,H,200012,POP,% of total population,6.8,
,Total,20-24,20 - 24,H,200012,POP,% of total population,7,
,Total,25-29,25 - 29,H,200012,POP,% of total population,7.9,
,Total,30-34,30 - 34,H,200012,POP,% of total population,8.7,
,Total,35-39,35 - 39,H,200012,POP,% of total population,10.2,
,Total,40-44,40 - 44,H,200012,POP,% of total population,10.1,
,Total,45-49,45 - 49,H,200012,POP,% of total population,7.8,
,Total,5-9,5 - 9,H,200012,POP,% of total population,6,
,Total,50-54,50 - 54,H,200012,POP,% of total population,6.3,
,Total,55-59,55 - 59,H,200012,POP,% of total population,3.7,
,Total,60-64,60 - 64,H,200012,POP,% of total population,3.8,
,Total,65-69,65 - 69,H,200012,POP,% of total population,3.7,
,Total,70-74,70 - 74,H,200012,POP,% of total population,3.1,
,Total,75-79,75 - 79,H,200012,POP,% of total population,2.1,
,Total,80-84,80 - 84,H,200012,POP,% of total population,1.2,
,Total,85+,≥85,H,200012,POP,% of total population,0.9,
F,Female,,Total,H,200012,POP,% of total population,51,
F,Female,0-4,0 - 4,H,200012,POP,% of total population,2,
F,Female,10-14,10 - 14,H,200012,POP,% of total population,3.1,
F,Female,15-19,15 - 19,H,200012,POP,% of total population,3.3,
F,Female,20-24,20 - 24,H,200012,POP,% of total population,3.7,
F,Female,25-29,25 - 29,H,200012,POP,% of total population,4.3,
F,Female,30-34,30 - 34,H,200012,POP,% of total population,4.9,
F,Female,35-39,35 - 39,H,200012,POP,% of total population,5.5,
F,Female,40-44,40 - 44,H,200012,POP,% of total population,5.1,
F,Female,45-49,45 - 49,H,200012,POP,% of total population,3.9,
F,Female,5-9,5 - 9,H,200012,POP,% of total population,2.9,
F,Female,50-54,50 - 54,H,200012,POP,% of total population,3,
F,Female,55-59,55 - 59,H,200012,POP,% of total population,1.7,
F,Female,60-64,60 - 64,H,200012,POP,% of total population,1.8,
F,Female,65-69,65 - 69,H,200012,POP,% of total population,1.8,
F,Female,70-74,70 - 74,H,200012,POP,% of total population,1.6,
F,Female,75-79,75 - 79,H,200012,POP,% of total population,1.2,
F,Female,80-84,80 - 84,H,200012,POP,% of total population,0.7,
F,Female,85+,≥85,H,200012,POP,% of total population,0.6,
M,Male,,Total,H,200012,POP,% of total population,49,
M,Male,0-4,0 - 4,H,200012,POP,% of total population,2.2,
M,Male,10-14,10 - 14,H,200012,POP,% of total population,3.3,
M,Male,15-19,15 - 19,H,200012,POP,% of total population,3.5,
M,Male,20-24,20 - 24,H,200012,POP,% of total population,3.4,
M,Male,25-29,25 - 29,H,200012,POP,% of total population,3.6,
M,Male,30-34,30 - 34,H,200012,POP,% of total population,3.9,
M,Male,35-39,35 - 39,H,200012,POP,% of total population,4.7,
M,Male,40-44,40 - 44,H,200012,POP,% of total population,5,
M,Male,45-49,45 - 49,H,200012,POP,% of total population,3.9,
M,Male,5-9,5 - 9,H,200012,POP,% of total population,3.1,
M,Male,50-54,50 - 54,H,200012,POP,% of total population,3.3,
M,Male,55-59,55 - 59,H,200012,POP,% of total population,2,
M,Male,60-64,60 - 64,H,200012,POP,% of total population,2,
M,Male,65-69,65 - 69,H,200012,POP,% of total population,1.9,
M,Male,70-74,70 - 74,H,200012,POP,% of total population,1.5,
M,Male,75-79,75 - 79,H,200012,POP,% of total population,0.9,
M,Male,80-84,80 - 84,H,200012,POP,% of total population,0.5,
M,Male,85+,≥85,H,200012,POP,% of total population,0.3,
,Total,,Total,H,200106,POP,% of total population,100,
,Total,0-4,0 - 4,H,200106,POP,% of total population,4.1,
,Total,10-14,10 - 14,H,200106,POP,% of total population,6.4,
,Total,15-19,15 - 19,H,200106,POP,% of total population,6.6,
,Total,20-24,20 - 24,H,200106,POP,% of total population,7,
,Total,25-29,25 - 29,H,200106,POP,% of total population,7.8,
,Total,30-34,30 - 34,H,200106,POP,% of total population,8.7,
,Total,35-39,35 - 39,H,200106,POP,% of total population,10.2,
,Total,40-44,40 - 44,H,200106,POP,% of total population,10.1,
,Total,45-49,45 - 49,H,200106,POP,% of total population,8,
,Total,5-9,5 - 9,H,200106,POP,% of total population,5.9,
,Total,50-54,50 - 54,H,200106,POP,% of total population,6.5,
,Total,55-59,55 - 59,H,200106,POP,% of total population,3.8,
,Total,60-64,60 - 64,H,200106,POP,% of total population,3.7,
,Total,65-69,65 - 69,H,200106,POP,% of total population,3.7,
,Total,70-74,70 - 74,H,200106,POP,% of total population,3.1,
,Total,75-79,75 - 79,H,200106,POP,% of total population,2.1,
,Total,80-84,80 - 84,H,200106,POP,% of total population,1.3,
,Total,85+,≥85,H,200106,POP,% of total population,0.9,
F,Female,,Total,H,200106,POP,% of total population,51.1,
F,Female,0-4,0 - 4,H,200106,POP,% of total population,1.9,
F,Female,10-14,10 - 14,H,200106,POP,% of total population,3.1,
F,Female,15-19,15 - 19,H,200106,POP,% of total population,3.2,
F,Female,20-24,20 - 24,H,200106,POP,% of total population,3.6,
F,Female,25-29,25 - 29,H,200106,POP,% of total population,4.2,
F,Female,30-34,30 - 34,H,200106,POP,% of total population,4.9,
F,Female,35-39,35 - 39,H,200106,POP,% of total population,5.5,
F,Female,40-44,40 - 44,H,200106,POP,% of total population,5.1,
F,Female,45-49,45 - 49,H,200106,POP,% of total population,4,
F,Female,5-9,5 - 9,H,200106,POP,% of total population,2.8,
F,Female,50-54,50 - 54,H,200106,POP,% of total population,3.1,
F,Female,55-59,55 - 59,H,200106,POP,% of total population,1.7,
F,Female,60-64,60 - 64,H,200106,POP,% of total population,1.7,
F,Female,65-69,65 - 69,H,200106,POP,% of total population,1.8,
F,Female,70-74,70 - 74,H,200106,POP,% of total population,1.6,
F,Female,75-79,75 - 79,H,200106,POP,% of total population,1.2,
F,Female,80-84,80 - 84,H,200106,POP,% of total population,0.8,
F,Female,85+,≥85,H,200106,POP,% of total population,0.6,
M,Male,,Total,H,200106,POP,% of total population,48.9,
M,Male,0-4,0 - 4,H,200106,POP,% of total population,2.1,
M,Male,10-14,10 - 14,H,200106,POP,% of total population,3.3,
M,Male,15-19,15 - 19,H,200106,POP,% of total population,3.4,
M,Male,20-24,20 - 24,H,200106,POP,% of total population,3.4,
M,Male,25-29,25 - 29,H,200106,POP,% of total population,3.6,
M,Male,30-34,30 - 34,H,200106,POP,% of total population,3.8,
M,Male,35-39,35 - 39,H,200106,POP,% of total population,4.7,
M,Male,40-44,40 - 44,H,200106,POP,% of total population,5,
M,Male,45-49,45 - 49,H,200106,POP,% of total population,4,
M,Male,5-9,5 - 9,H,200106,POP,% of total population,3.1,
M,Male,50-54,50 - 54,H,200106,POP,% of total population,3.4,
M,Male,55-59,55 - 59,H,200106,POP,% of total population,2,
M,Male,60-64,60 - 64,H,200106,POP,% of total population,2,
M,Male,65-69,65 - 69,H,200106,POP,% of total population,1.9,
M,Male,70-74,70 - 74,H,200106,POP,% of total population,1.5,
M,Male,75-79,75 - 79,H,200106,POP,% of total population,0.9,
M,Male,80-84,80 - 84,H,200106,POP,% of total population,0.5,
M,Male,85+,≥85,H,200106,POP,% of total population,0.3,
,Total,,Total,H,200112,POP,% of total population,100,
,Total,0-4,0 - 4,H,200112,POP,% of total population,3.9,
,Total,10-14,10 - 14,H,200112,POP,% of total population,6.4,
,Total,15-19,15 - 19,H,200112,POP,% of total population,6.6,
,Total,20-24,20 - 24,H,200112,POP,% of total population,6.9,
,Total,25-29,25 - 29,H,200112,POP,% of total population,7.7,
,Total,30-34,30 - 34,H,200112,POP,% of total population,8.6,
,Total,35-39,35 - 39,H,200112,POP,% of total population,10.1,
,Total,40-44,40 - 44,H,200112,POP,% of total population,10.1,
,Total,45-49,45 - 49,H,200112,POP,% of total population,8.3,
,Total,5-9,5 - 9,H,200112,POP,% of total population,5.8,
,Total,50-54,50 - 54,H,200112,POP,% of total population,6.7,
,Total,55-59,55 - 59,H,200112,POP,% of total population,4,
,Total,60-64,60 - 64,H,200112,POP,% of total population,3.6,
,Total,65-69,65 - 69,H,200112,POP,% of total population,3.7,
,Total,70-74,70 - 74,H,200112,POP,% of total population,3.2,
,Total,75-79,75 - 79,H,200112,POP,% of total population,2.2,
,Total,80-84,80 - 84,H,200112,POP,% of total population,1.3,
,Total,85+,≥85,H,200112,POP,% of total population,1,
F,Female,,Total,H,200112,POP,% of total population,51.2,
F,Female,0-4,0 - 4,H,200112,POP,% of total population,1.9,
F,Female,10-14,10 - 14,H,200112,POP,% of total population,3.1,
F,Female,15-19,15 - 19,H,200112,POP,% of total population,3.2,
F,Female,20-24,20 - 24,H,200112,POP,% of total population,3.5,
F,Female,25-29,25 - 29,H,200112,POP,% of total population,4.2,
F,Female,30-34,30 - 34,H,200112,POP,% of total population,4.8,
F,Female,35-39,35 - 39,H,200112,POP,% of total population,5.5,
F,Female,40-44,40 - 44,H,200112,POP,% of total population,5.1,
F,Female,45-49,45 - 49,H,200112,POP,% of total population,4.1,
F,Female,5-9,5 - 9,H,200112,POP,% of total population,2.8,
F,Female,50-54,50 - 54,H,200112,POP,% of total population,3.2,
F,Female,55-59,55 - 59,H,200112,POP,% of total population,1.9,
F,Female,60-64,60 - 64,H,200112,POP,% of total population,1.7,
F,Female,65-69,65 - 69,H,200112,POP,% of total population,1.8,
F,Female,70-74,70 - 74,H,200112,POP,% of total population,1.6,
F,Female,75-79,75 - 79,H,200112,POP,% of total population,1.2,
F,Female,80-84,80 - 84,H,200112,POP,% of total population,0.8,
F,Female,85+,≥85,H,200112,POP,% of total population,0.7,
M,Male,,Total,H,200112,POP,% of total population,48.8,
M,Male,0-4,0 - 4,H,200112,POP,% of total population,2,
M,Male,10-14,10 - 14,H,200112,POP,% of total population,3.3,
M,Male,15-19,15 - 19,H,200112,POP,% of total population,3.4,
M,Male,20-24,20 - 24,H,200112,POP,% of total population,3.3,
M,Male,25-29,25 - 29,H,200112,POP,% of total population,3.6,
M,Male,30-34,30 - 34,H,200112,POP,% of total population,3.8,
M,Male,35-39,35 - 39,H,200112,POP,% of total population,4.6,
M,Male,40-44,40 - 44,H,200112,POP,% of total population,5,
M,Male,45-49,45 - 49,H,200112,POP,% of total population,4.1,
M,Male,5-9,5 - 9,H,200112,POP,% of total population,3,
M,Male,50-54,50 - 54,H,200112,POP,% of total population,3.4,
M,Male,55-59,55 - 59,H,200112,POP,% of total population,2.1,
M,Male,60-64,60 - 64,H,200112,POP,% of total population,2,
M,Male,65-69,65 - 69,H,200112,POP,% of total population,1.9,
M,Male,70-74,70 - 74,H,200112,POP,% of total population,1.6,
M,Male,75-79,75 - 79,H,200112,POP,% of total population,1,
M,Male,80-84,80 - 84,H,200112,POP,% of total population,0.5,
M,Male,85+,≥85,H,200112,POP,% of total population,0.3,
,Total,,Total,H,200206,POP,% of total population,100,
,Total,0-4,0 - 4,H,200206,POP,% of total population,3.7,
,Total,10-14,10 - 14,H,200206,POP,% of total population,6.4,
,Total,15-19,15 - 19,H,200206,POP,% of total population,6.5,
,Total,20-24,20 - 24,H,200206,POP,% of total population,6.7,
,Total,25-29,25 - 29,H,200206,POP,% of total population,7.6,
,Total,30-34,30 - 34,H,200206,POP,% of total population,8.6,
,Total,35-39,35 - 39,H,200206,POP,% of total population,9.9,
,Total,40-44,40 - 44,H,200206,POP,% of total population,10.2,
,Total,45-49,45 - 49,H,200206,POP,% of total population,8.5,
,Total,5-9,5 - 9,H,200206,POP,% of total population,5.8,
,Total,50-54,50 - 54,H,200206,POP,% of total population,6.8,
,Total,55-59,55 - 59,H,200206,POP,% of total population,4.2,
,Total,60-64,60 - 64,H,200206,POP,% of total population,3.6,
,Total,65-69,65 - 69,H,200206,POP,% of total population,3.7,
,Total,70-74,70 - 74,H,200206,POP,% of total population,3.2,
,Total,75-79,75 - 79,H,200206,POP,% of total population,2.2,
,Total,80-84,80 - 84,H,200206,POP,% of total population,1.4,
,Total,85+,≥85,H,200206,POP,% of total population,1,
F,Female,,Total,H,200206,POP,% of total population,51.4,
F,Female,0-4,0 - 4,H,200206,POP,% of total population,1.8,
F,Female,10-14,10 - 14,H,200206,POP,% of total population,3.1,
F,Female,15-19,15 - 19,H,200206,POP,% of total population,3.2,
F,Female,20-24,20 - 24,H,200206,POP,% of total population,3.4,
F,Female,25-29,25 - 29,H,200206,POP,% of total population,4.1,
F,Female,30-34,30 - 34,H,200206,POP,% of total population,4.9,
F,Female,35-39,35 - 39,H,200206,POP,% of total population,5.5,
F,Female,40-44,40 - 44,H,200206,POP,% of total population,5.2,
F,Female,45-49,45 - 49,H,200206,POP,% of total population,4.3,
F,Female,5-9,5 - 9,H,200206,POP,% of total population,2.8,
F,Female,50-54,50 - 54,H,200206,POP,% of total population,3.3,
F,Female,55-59,55 - 59,H,200206,POP,% of total population,2,
F,Female,60-64,60 - 64,H,200206,POP,% of total population,1.7,
F,Female,65-69,65 - 69,H,200206,POP,% of total population,1.8,
F,Female,70-74,70 - 74,H,200206,POP,% of total population,1.6,
F,Female,75-79,75 - 79,H,200206,POP,% of total population,1.3,
F,Female,80-84,80 - 84,H,200206,POP,% of total population,0.8,
F,Female,85+,≥85,H,200206,POP,% of total population,0.7,
M,Male,,Total,H,200206,POP,% of total population,48.6,
M,Male,0-4,0 - 4,H,200206,POP,% of total population,1.9,
M,Male,10-14,10 - 14,H,200206,POP,% of total population,3.3,
M,Male,15-19,15 - 19,H,200206,POP,% of total population,3.3,
M,Male,20-24,20 - 24,H,200206,POP,% of total population,3.3,
M,Male,25-29,25 - 29,H,200206,POP,% of total population,3.5,
M,Male,30-34,30 - 34,H,200206,POP,% of total population,3.7,
M,Male,35-39,35 - 39,H,200206,POP,% of total population,4.5,
M,Male,40-44,40 - 44,H,200206,POP,% of total population,5,
M,Male,45-49,45 - 49,H,200206,POP,% of total population,4.2,
M,Male,5-9,5 - 9,H,200206,POP,% of total population,3,
M,Male,50-54,50 - 54,H,200206,POP,% of total population,3.5,
M,Male,55-59,55 - 59,H,200206,POP,% of total population,2.2,
M,Male,60-64,60 - 64,H,200206,POP,% of total population,1.9,
M,Male,65-69,65 - 69,H,200206,POP,% of total population,1.9,
M,Male,70-74,70 - 74,H,200206,POP,% of total population,1.6,
M,Male,75-79,75 - 79,H,200206,POP,% of total population,1,
M,Male,80-84,80 - 84,H,200206,POP,% of total population,0.5,
M,Male,85+,≥85,H,200206,POP,% of total population,0.3,
,Total,,Total,H,200212,POP,% of total population,100,
,Total,0-4,0 - 4,H,200212,POP,% of total population,3.6,
,Total,10-14,10 - 14,H,200212,POP,% of total population,6.4,
,Total,15-19,15 - 19,H,200212,POP,% of total population,6.4,
,Total,20-24,20 - 24,H,200212,POP,% of total population,6.7,
,Total,25-29,25 - 29,H,200212,POP,% of total population,7.4,
,Total,30-34,30 - 34,H,200212,POP,% of total population,8.5,
,Total,35-39,35 - 39,H,200212,POP,% of total population,9.7,
,Total,40-44,40 - 44,H,200212,POP,% of total population,10.3,
,Total,45-49,45 - 49,H,200212,POP,% of total population,8.7,
,Total,5-9,5 - 9,H,200212,POP,% of total population,5.6,
,Total,50-54,50 - 54,H,200212,POP,% of total population,6.9,
,Total,55-59,55 - 59,H,200212,POP,% of total population,4.4,
,Total,60-64,60 - 64,H,200212,POP,% of total population,3.5,
,Total,65-69,65 - 69,H,200212,POP,% of total population,3.8,
,Total,70-74,70 - 74,H,200212,POP,% of total population,3.2,
,Total,75-79,75 - 79,H,200212,POP,% of total population,2.3,
,Total,80-84,80 - 84,H,200212,POP,% of total population,1.4,
,Total,85+,≥85,H,200212,POP,% of total population,1,
F,Female,,Total,H,200212,POP,% of total population,51.4,
F,Female,0-4,0 - 4,H,200212,POP,% of total population,1.7,
F,Female,10-14,10 - 14,H,200212,POP,% of total population,3.1,
F,Female,15-19,15 - 19,H,200212,POP,% of total population,3.1,
F,Female,20-24,20 - 24,H,200212,POP,% of total population,3.4,
F,Female,25-29,25 - 29,H,200212,POP,% of total population,4,
F,Female,30-34,30 - 34,H,200212,POP,% of total population,4.8,
F,Female,35-39,35 - 39,H,200212,POP,% of total population,5.3,
F,Female,40-44,40 - 44,H,200212,POP,% of total population,5.3,
F,Female,45-49,45 - 49,H,200212,POP,% of total population,4.4,
F,Female,5-9,5 - 9,H,200212,POP,% of total population,2.7,
F,Female,50-54,50 - 54,H,200212,POP,% of total population,3.4,
F,Female,55-59,55 - 59,H,200212,POP,% of total population,2.1,
F,Female,60-64,60 - 64,H,200212,POP,% of total population,1.6,
F,Female,65-69,65 - 69,H,200212,POP,% of total population,1.8,
F,Female,70-74,70 - 74,H,200212,POP,% of total population,1.6,
F,Female,75-79,75 - 79,H,200212,POP,% of total population,1.3,
F,Female,80-84,80 - 84,H,200212,POP,% of total population,0.8,
F,Female,85+,≥85,H,200212,POP,% of total population,0.7,
M,Male,,Total,H,200212,POP,% of total population,48.6,
M,Male,0-4,0 - 4,H,200212,POP,% of total population,1.9,
M,Male,10-14,10 - 14,H,200212,POP,% of total population,3.3,
M,Male,15-19,15 - 19,H,200212,POP,% of total population,3.3,
M,Male,20-24,20 - 24,H,200212,POP,% of total population,3.3,
M,Male,25-29,25 - 29,H,200212,POP,% of total population,3.4,
M,Male,30-34,30 - 34,H,200212,POP,% of total population,3.7,
M,Male,35-39,35 - 39,H,200212,POP,% of total population,4.3,
M,Male,40-44,40 - 44,H,200212,POP,% of total population,5,
M,Male,45-49,45 - 49,H,200212,POP,% of total population,4.3,
M,Male,5-9,5 - 9,H,200212,POP,% of total population,2.9,
M,Male,50-54,50 - 54,H,200212,POP,% of total population,3.5,
M,Male,55-59,55 - 59,H,200212,POP,% of total population,2.3,
M,Male,60-64,60 - 64,H,200212,POP,% of total population,1.9,
M,Male,65-69,65 - 69,H,200212,POP,% of total population,1.9,
M,Male,70-74,70 - 74,H,200212,POP,% of total population,1.6,
M,Male,75-79,75 - 79,H,200212,POP,% of total population,1,
M,Male,80-84,80 - 84,H,200212,POP,% of total population,0.6,
M,Male,85+,≥85,H,200212,POP,% of total population,0.3,
,Total,,Total,H,200306,POP,% of total population,100,
,Total,0-4,0 - 4,H,200306,POP,% of total population,3.5,
,Total,10-14,10 - 14,H,200306,POP,% of total population,6.4,
,Total,15-19,15 - 19,H,200306,POP,% of total population,6.4,
,Total,20-24,20 - 24,H,200306,POP,% of total population,6.7,
,Total,25-29,25 - 29,H,200306,POP,% of total population,7.3,
,Total,30-34,30 - 34,H,200306,POP,% of total population,8.5,
,Total,35-39,35 - 39,H,200306,POP,% of total population,9.5,
,Total,40-44,40 - 44,H,200306,POP,% of total population,10.3,
,Total,45-49,45 - 49,H,200306,POP,% of total population,8.9,
,Total,5-9,5 - 9,H,200306,POP,% of total population,5.5,
,Total,50-54,50 - 54,H,200306,POP,% of total population,7,
,Total,55-59,55 - 59,H,200306,POP,% of total population,4.7,
,Total,60-64,60 - 64,H,200306,POP,% of total population,3.4,
,Total,65-69,65 - 69,H,200306,POP,% of total population,3.7,
,Total,70-74,70 - 74,H,200306,POP,% of total population,3.3,
,Total,75-79,75 - 79,H,200306,POP,% of total population,2.3,
,Total,80-84,80 - 84,H,200306,POP,% of total population,1.4,
,Total,85+,≥85,H,200306,POP,% of total population,1.1,
F,Female,,Total,H,200306,POP,% of total population,51.6,
F,Female,0-4,0 - 4,H,200306,POP,% of total population,1.7,
F,Female,10-14,10 - 14,H,200306,POP,% of total population,3.1,
F,Female,15-19,15 - 19,H,200306,POP,% of total population,3.1,
F,Female,20-24,20 - 24,H,200306,POP,% of total population,3.4,
F,Female,25-29,25 - 29,H,200306,POP,% of total population,3.9,
F,Female,30-34,30 - 34,H,200306,POP,% of total population,4.8,
F,Female,35-39,35 - 39,H,200306,POP,% of total population,5.3,
F,Female,40-44,40 - 44,H,200306,POP,% of total population,5.4,
F,Female,45-49,45 - 49,H,200306,POP,% of total population,4.5,
F,Female,5-9,5 - 9,H,200306,POP,% of total population,2.7,
F,Female,50-54,50 - 54,H,200306,POP,% of total population,3.5,
F,Female,55-59,55 - 59,H,200306,POP,% of total population,2.2,
F,Female,60-64,60 - 64,H,200306,POP,% of total population,1.6,
F,Female,65-69,65 - 69,H,200306,POP,% of total population,1.8,
F,Female,70-74,70 - 74,H,200306,POP,% of total population,1.7,
F,Female,75-79,75 - 79,H,200306,POP,% of total population,1.3,
F,Female,80-84,80 - 84,H,200306,POP,% of total population,0.9,
F,Female,85+,≥85,H,200306,POP,% of total population,0.7,
M,Male,,Total,H,200306,POP,% of total population,48.4,
M,Male,0-4,0 - 4,H,200306,POP,% of total population,1.8,
M,Male,10-14,10 - 14,H,200306,POP,% of total population,3.3,
M,Male,15-19,15 - 19,H,200306,POP,% of total population,3.3,
M,Male,20-24,20 - 24,H,200306,POP,% of total population,3.3,
M,Male,25-29,25 - 29,H,200306,POP,% of total population,3.4,
M,Male,30-34,30 - 34,H,200306,POP,% of total population,3.7,
M,Male,35-39,35 - 39,H,200306,POP,% of total population,4.2,
M,Male,40-44,40 - 44,H,200306,POP,% of total population,4.9,
M,Male,45-49,45 - 49,H,200306,POP,% of total population,4.4,
M,Male,5-9,5 - 9,H,200306,POP,% of total population,2.8,
M,Male,50-54,50 - 54,H,200306,POP,% of total population,3.6,
M,Male,55-59,55 - 59,H,200306,POP,% of total population,2.4,
M,Male,60-64,60 - 64,H,200306,POP,% of total population,1.8,
M,Male,65-69,65 - 69,H,200306,POP,% of total population,1.9,
M,Male,70-74,70 - 74,H,200306,POP,% of total population,1.6,
M,Male,75-79,75 - 79,H,200306,POP,% of total population,1,
M,Male,80-84,80 - 84,H,200306,POP,% of total population,0.6,
M,Male,85+,≥85,H,200306,POP,% of total population,0.3,
,Total,,Total,H,200312,POP,% of total population,100,
,Total,0-4,0 - 4,H,200312,POP,% of total population,3.5,
,Total,10-14,10 - 14,H,200312,POP,% of total population,6.3,
,Total,15-19,15 - 19,H,200312,POP,% of total population,6.4,
,Total,20-24,20 - 24,H,200312,POP,% of total population,6.8,
,Total,25-29,25 - 29,H,200312,POP,% of total population,7.2,
,Total,30-34,30 - 34,H,200312,POP,% of total population,8.4,
,Total,35-39,35 - 39,H,200312,POP,% of total population,9.3,
,Total,40-44,40 - 44,H,200312,POP,% of total population,10.3,
,Total,45-49,45 - 49,H,200312,POP,% of total population,9.1,
,Total,5-9,5 - 9,H,200312,POP,% of total population,5.4,
,Total,50-54,50 - 54,H,200312,POP,% of total population,7.1,
,Total,55-59,55 - 59,H,200312,POP,% of total population,4.9,
,Total,60-64,60 - 64,H,200312,POP,% of total population,3.4,
,Total,65-69,65 - 69,H,200312,POP,% of total population,3.7,
,Total,70-74,70 - 74,H,200312,POP,% of total population,3.3,
,Total,75-79,75 - 79,H,200312,POP,% of total population,2.4,
,Total,80-84,80 - 84,H,200312,POP,% of total population,1.5,
,Total,85+,≥85,H,200312,POP,% of total population,1.1,
F,Female,,Total,H,200312,POP,% of total population,51.7,
F,Female,0-4,0 - 4,H,200312,POP,% of total population,1.7,
F,Female,10-14,10 - 14,H,200312,POP,% of total population,3,
F,Female,15-19,15 - 19,H,200312,POP,% of total population,3.1,
F,Female,20-24,20 - 24,H,200312,POP,% of total population,3.5,
F,Female,25-29,25 - 29,H,200312,POP,% of total population,3.9,
F,Female,30-34,30 - 34,H,200312,POP,% of total population,4.8,
F,Female,35-39,35 - 39,H,200312,POP,% of total population,5.2,
F,Female,40-44,40 - 44,H,200312,POP,% of total population,5.4,
F,Female,45-49,45 - 49,H,200312,POP,% of total population,4.6,
F,Female,5-9,5 - 9,H,200312,POP,% of total population,2.6,
F,Female,50-54,50 - 54,H,200312,POP,% of total population,3.5,
F,Female,55-59,55 - 59,H,200312,POP,% of total population,2.4,
F,Female,60-64,60 - 64,H,200312,POP,% of total population,1.6,
F,Female,65-69,65 - 69,H,200312,POP,% of total population,1.8,
F,Female,70-74,70 - 74,H,200312,POP,% of total population,1.7,
F,Female,75-79,75 - 79,H,200312,POP,% of total population,1.3,
F,Female,80-84,80 - 84,H,200312,POP,% of total population,0.9,
F,Female,85+,≥85,H,200312,POP,% of total population,0.8,
M,Male,,Total,H,200312,POP,% of total population,48.3,
M,Male,0-4,0 - 4,H,200312,POP,% of total population,1.8,
M,Male,10-14,10 - 14,H,200312,POP,% of total population,3.2,
M,Male,15-19,15 - 19,H,200312,POP,% of total population,3.3,
M,Male,20-24,20 - 24,H,200312,POP,% of total population,3.3,
M,Male,25-29,25 - 29,H,200312,POP,% of total population,3.3,
M,Male,30-34,30 - 34,H,200312,POP,% of total population,3.6,
M,Male,35-39,35 - 39,H,200312,POP,% of total population,4.1,
M,Male,40-44,40 - 44,H,200312,POP,% of total population,4.9,
M,Male,45-49,45 - 49,H,200312,POP,% of total population,4.5,
M,Male,5-9,5 - 9,H,200312,POP,% of total population,2.8,
M,Male,50-54,50 - 54,H,200312,POP,% of total population,3.6,
M,Male,55-59,55 - 59,H,200312,POP,% of total population,2.5,
M,Male,60-64,60 - 64,H,200312,POP,% of total population,1.8,
M,Male,65-69,65 - 69,H,200312,POP,% of total population,1.9,
M,Male,70-74,70 - 74,H,200312,POP,% of total population,1.7,
M,Male,75-79,75 - 79,H,200312,POP,% of total population,1.1,
