kmb_route,citybus_route,kmb_orig_en,kmb_dest_en,citybus_orig_en,citybus_dest_en,origin_match,dest_match,cross_match,match_type
N182,37A,KWONG YUEN,CENTRAL (MACAU FERRY),Chi Fu Fa Yuen,Central,False,True,False,name_similarity
N182,4,KWONG YUEN,CENTRAL (MACAU FERRY),Wong Chuk Hang / Wah Fu (South),Central,False,True,False,name_similarity
N182,619P,KWONG YUEN,CENTRAL (MACAU FERRY),Shun Lee Estate,Central (Macau Ferry),False,True,False,name_similarity
N182,619X,KWONG YUEN,CENTRAL (MACAU FERRY),Shun Lee Estate,Central (Macau Ferry),False,True,False,name_similarity
N182,788,KWONG YUEN,CENTRAL (MACAU FERRY),Siu Sai Wan (Island Resort),Central (Macau Ferry),False,True,False,name_similarity
N182,88R,KWONG YUEN,CENTRAL (MACAU FERRY),City One Shatin,Central,False,True,False,name_similarity
N182,N182,KWONG YUEN,CENTRAL (MACAU FERRY),Central (Macau Ferry),Sha Tin (Kwong Yuen),False,False,True,name_similarity
N182,N90,KWONG YUEN,CENTRAL (MACAU FERRY),South Horizons,Central (Macau Ferry),False,True,False,name_similarity
N182,SP10,KWONG YUEN,CENTRAL (MACAU FERRY),Kai Tak Sports Park,Central (Macau Ferry),False,True,False,name_similarity
N182,1,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Happy Valley (Upper),True,False,False,name_similarity
N182,109,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Ho Man Tin Estate,True,False,False,name_similarity
N182,111,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Ping Shek Estate,True,False,False,name_similarity
N182,111P,CENTRAL (MACAU FERRY),KWONG YUEN,Choi Fook Estate,Central (Macau Ferry),False,False,True,name_similarity
N182,115,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Kowloon City Ferry Pier,True,False,False,name_similarity
N182,115P,CENTRAL (MACAU FERRY),KWONG YUEN,Laguna Verde,Central (Macau Ferry),False,False,True,name_similarity
N182,15,CENTRAL (MACAU FERRY),KWONG YUEN,Central,The Peak,True,False,False,name_similarity
N182,182,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Sha Tin (Yu Chui Court),True,False,False,name_similarity
N182,182X,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Sha Tin (Yu Chui Court),True,False,False,name_similarity
N182,1P,CENTRAL (MACAU FERRY),KWONG YUEN,Wong Nai Chung Road (Broadwood Road),Central,False,False,True,name_similarity
N182,2,CENTRAL (MACAU FERRY),KWONG YUEN,Grand Promenade,Central (Macau Ferry),False,False,True,name_similarity
N182,37A,CENTRAL (MACAU FERRY),KWONG YUEN,Chi Fu Fa Yuen,Central,False,False,True,name_similarity
N182,4,CENTRAL (MACAU FERRY),KWONG YUEN,Wong Chuk Hang / Wah Fu (South),Central,False,False,True,name_similarity
N182,619,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Shun Lee Estate,True,False,False,name_similarity
N182,619P,CENTRAL (MACAU FERRY),KWONG YUEN,Shun Lee Estate,Central (Macau Ferry),False,False,True,name_similarity
N182,619X,CENTRAL (MACAU FERRY),KWONG YUEN,Shun Lee Estate,Central (Macau Ferry),False,False,True,name_similarity
N182,641,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Kai Tak (Kai Ching Estate),True,False,False,name_similarity
N182,788,CENTRAL (MACAU FERRY),KWONG YUEN,Siu Sai Wan (Island Resort),Central (Macau Ferry),False,False,True,name_similarity
N182,88R,CENTRAL (MACAU FERRY),KWONG YUEN,City One Shatin,Central,False,False,True,name_similarity
N182,N11,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Airport (Ground Transportation Centre),True,False,False,name_similarity
N182,N121,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Ngau Tau Kok,True,False,False,name_similarity
N182,N182,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Sha Tin (Kwong Yuen),True,True,False,name_similarity
N182,N619,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Shun Lee Estate,True,False,False,name_similarity
N182,N680,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Ma On Shan (Kam Ying Court),True,False,False,name_similarity
N182,N691,CENTRAL (MACAU FERRY),KWONG YUEN,Central (Macau Ferry),Tiu Keng Leng (King Ling Road),True,False,False,name_similarity
N182,N90,CENTRAL (MACAU FERRY),KWONG YUEN,South Horizons,Central (Macau Ferry),False,False,True,name_similarity
N182,SP10,CENTRAL (MACAU FERRY),KWONG YUEN,Kai Tak Sports Park,Central (Macau Ferry),False,False,True,name_similarity
N213,796P,TSIM SHA TSUI EAST (MODY ROAD),ON TAI (WEST),Tseung Kwan O Station,Tsim Sha Tsui East,False,False,True,name_similarity
N213,796X,TSIM SHA TSUI EAST (MODY ROAD),ON TAI (WEST),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,False,False,True,name_similarity
N213,H1,TSIM SHA TSUI EAST (MODY ROAD),ON TAI (WEST),Central Ferry - Star Ferry,Tsim Sha Tsui,False,False,True,name_similarity
N213,H2,TSIM SHA TSUI EAST (MODY ROAD),ON TAI (WEST),Central Ferry - Star Ferry,Tsim Sha Tsui,False,False,True,name_similarity
N214,102,YAU TONG,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
N214,102P,YAU TONG,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
N214,102R,YAU TONG,MEI FOO,Happy Valley Racecourse,Mei Foo,False,True,False,name_similarity
N214,795X,YAU TONG,MEI FOO,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,True,False,name_similarity
N214,A26,YAU TONG,MEI FOO,Yau Tong,Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
N214,E22P,YAU TONG,MEI FOO,Yau Tong,SKYCITY,True,False,False,name_similarity
N214,E22X,YAU TONG,MEI FOO,Yau Tong,SKYCITY,True,False,False,name_similarity
N214,N122,YAU TONG,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
N214,N26,YAU TONG,MEI FOO,Yau Tong,Tung Chung Station,True,False,False,name_similarity
N216,A26,YAU TONG,HUNG HOM STATION,Yau Tong,Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
N216,E21X,YAU TONG,HUNG HOM STATION,Tung Chung (Mun Tung Estate),Hung Hom Station,False,True,False,name_similarity
N216,E22P,YAU TONG,HUNG HOM STATION,Yau Tong,SKYCITY,True,False,False,name_similarity
N216,E22X,YAU TONG,HUNG HOM STATION,Yau Tong,SKYCITY,True,False,False,name_similarity
N216,N26,YAU TONG,HUNG HOM STATION,Yau Tong,Tung Chung Station,True,False,False,name_similarity
N216,A20,HUNG HOM STATION,YAU TONG,Hung Hom Station,Airport,True,False,False,name_similarity
N216,A21,HUNG HOM STATION,YAU TONG,Hung Hom Station,Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
N216,E21X,HUNG HOM STATION,YAU TONG,Tung Chung (Mun Tung Estate),Hung Hom Station,False,False,True,name_similarity
N237,102,MEI FOO,KWAI SHING (CIRCULAR),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N237,102P,MEI FOO,KWAI SHING (CIRCULAR),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N237,102R,MEI FOO,KWAI SHING (CIRCULAR),Happy Valley Racecourse,Mei Foo,False,False,True,name_similarity
N237,795X,MEI FOO,KWAI SHING (CIRCULAR),Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,False,True,name_similarity
N237,N122,MEI FOO,KWAI SHING (CIRCULAR),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N241,A20,HUNG HOM STATION,TSING YI (CHEUNG WANG ESTATE),Hung Hom Station,Airport,True,False,False,name_similarity
N241,A21,HUNG HOM STATION,TSING YI (CHEUNG WANG ESTATE),Hung Hom Station,Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
N241,E21X,HUNG HOM STATION,TSING YI (CHEUNG WANG ESTATE),Tung Chung (Mun Tung Estate),Hung Hom Station,False,False,True,name_similarity
N241,948X,TSING YI (CHEUNG WANG ESTATE),HUNG HOM STATION,Cheung Wang Estate,Tin Hau Station,True,False,False,name_similarity
N241,E21X,TSING YI (CHEUNG WANG ESTATE),HUNG HOM STATION,Tung Chung (Mun Tung Estate),Hung Hom Station,False,True,False,name_similarity
N243,948E,TSING YI STATION,CHEUNG CHING (CIRCULAR),Tsing Yi Station,Tai Koo (Kornhill Plaza),True,False,False,name_similarity
N252,102,MEI FOO,TUEN MUN (SAM SHING ESTATE),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N252,102P,MEI FOO,TUEN MUN (SAM SHING ESTATE),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N252,102R,MEI FOO,TUEN MUN (SAM SHING ESTATE),Happy Valley Racecourse,Mei Foo,False,False,True,name_similarity
N252,795X,MEI FOO,TUEN MUN (SAM SHING ESTATE),Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,False,True,name_similarity
N252,N122,MEI FOO,TUEN MUN (SAM SHING ESTATE),Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N260,102,TUEN MUN PIER HEAD,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
N260,102P,TUEN MUN PIER HEAD,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
N260,102R,TUEN MUN PIER HEAD,MEI FOO,Happy Valley Racecourse,Mei Foo,False,True,False,name_similarity
N260,795X,TUEN MUN PIER HEAD,MEI FOO,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,True,False,name_similarity
N260,B3,TUEN MUN PIER HEAD,MEI FOO,Tuen Mun Ferry Pier,Shenzhen Bay Port,True,False,False,name_similarity
N260,N122,TUEN MUN PIER HEAD,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
N260,102,MEI FOO,TUEN MUN PIER HEAD,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N260,102P,MEI FOO,TUEN MUN PIER HEAD,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N260,102R,MEI FOO,TUEN MUN PIER HEAD,Happy Valley Racecourse,Mei Foo,False,False,True,name_similarity
N260,795X,MEI FOO,TUEN MUN PIER HEAD,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,False,True,name_similarity
N260,N122,MEI FOO,TUEN MUN PIER HEAD,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N269,102,TIN TSZ,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
N269,102P,TIN TSZ,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
N269,102R,TIN TSZ,MEI FOO,Happy Valley Racecourse,Mei Foo,False,True,False,name_similarity
N269,795X,TIN TSZ,MEI FOO,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,True,False,name_similarity
N269,N122,TIN TSZ,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
N269,102,MEI FOO,TIN TSZ,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N269,102P,MEI FOO,TIN TSZ,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N269,102R,MEI FOO,TIN TSZ,Happy Valley Racecourse,Mei Foo,False,False,True,name_similarity
N269,795X,MEI FOO,TIN TSZ,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,False,True,name_similarity
N269,N122,MEI FOO,TIN TSZ,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
N271,E21X,TAI PO (FU HENG),HUNG HOM STATION,Tung Chung (Mun Tung Estate),Hung Hom Station,False,True,False,name_similarity
N271,A20,HUNG HOM STATION,TAI PO (FU HENG),Hung Hom Station,Airport,True,False,False,name_similarity
N271,A21,HUNG HOM STATION,TAI PO (FU HENG),Hung Hom Station,Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
N271,E21X,HUNG HOM STATION,TAI PO (FU HENG),Tung Chung (Mun Tung Estate),Hung Hom Station,False,False,True,name_similarity
N281,E21X,KAM YING COURT,HUNG HOM STATION,Tung Chung (Mun Tung Estate),Hung Hom Station,False,True,False,name_similarity
N281,N680,KAM YING COURT,HUNG HOM STATION,Central (Macau Ferry),Ma On Shan (Kam Ying Court),False,False,True,name_similarity
N281,A20,HUNG HOM STATION,KAM YING COURT,Hung Hom Station,Airport,True,False,False,name_similarity
N281,A21,HUNG HOM STATION,KAM YING COURT,Hung Hom Station,Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
N281,E21X,HUNG HOM STATION,KAM YING COURT,Tung Chung (Mun Tung Estate),Hung Hom Station,False,False,True,name_similarity
N281,N680,HUNG HOM STATION,KAM YING COURT,Central (Macau Ferry),Ma On Shan (Kam Ying Court),False,True,False,name_similarity
N283,796P,TSIM SHA TSUI EAST (MODY ROAD),WONG NAI TAU,Tseung Kwan O Station,Tsim Sha Tsui East,False,False,True,name_similarity
N283,796X,TSIM SHA TSUI EAST (MODY ROAD),WONG NAI TAU,Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,False,False,True,name_similarity
N283,H1,TSIM SHA TSUI EAST (MODY ROAD),WONG NAI TAU,Central Ferry - Star Ferry,Tsim Sha Tsui,False,False,True,name_similarity
N283,H2,TSIM SHA TSUI EAST (MODY ROAD),WONG NAI TAU,Central Ferry - Star Ferry,Tsim Sha Tsui,False,False,True,name_similarity
N287,581,TSIM SHA TSUI EAST (MODY ROAD),WU KAI SHA STATION,Sai Sha and Shap Sze Heung,Ma On Shan Town Centre (Via Wu Kai Sha Station),False,True,False,name_similarity
N287,680X,TSIM SHA TSUI EAST (MODY ROAD),WU KAI SHA STATION,Central (Macau Ferry Pier),Ma On Shan (Wu Kai Sha Station),False,True,False,name_similarity
N287,682,TSIM SHA TSUI EAST (MODY ROAD),WU KAI SHA STATION,Chai Wan (East),Ma On Shan (Wu Kai Sha Station),False,True,False,name_similarity
N287,796P,TSIM SHA TSUI EAST (MODY ROAD),WU KAI SHA STATION,Tseung Kwan O Station,Tsim Sha Tsui East,False,False,True,name_similarity
N287,796X,TSIM SHA TSUI EAST (MODY ROAD),WU KAI SHA STATION,Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,False,False,True,name_similarity
N287,H1,TSIM SHA TSUI EAST (MODY ROAD),WU KAI SHA STATION,Central Ferry - Star Ferry,Tsim Sha Tsui,False,False,True,name_similarity
N287,H2,TSIM SHA TSUI EAST (MODY ROAD),WU KAI SHA STATION,Central Ferry - Star Ferry,Tsim Sha Tsui,False,False,True,name_similarity
N290,796R,TSUEN WAN WEST STATION,LOHAS PARK STATION,Hong Kong Coliseum,LOHAS Park,False,True,False,name_similarity
N290,930,TSUEN WAN WEST STATION,LOHAS PARK STATION,Tsuen Wan (Discovery Park / Tsuen Wan West Station),Exhibition Centre Station,True,False,False,name_similarity
N290,930A,TSUEN WAN WEST STATION,LOHAS PARK STATION,Tsuen Wan West Station,Exhibition Centre Station,True,False,False,name_similarity
N290,933,TSUEN WAN WEST STATION,LOHAS PARK STATION,Tsuen Wan West Station,Sai Wan Ho,True,False,False,name_similarity
N290,SP9,TSUEN WAN WEST STATION,LOHAS PARK STATION,Kai Tak Sports Park,LOHAS Park,False,True,False,name_similarity
N290,796R,LOHAS PARK STATION,TSUEN WAN WEST STATION,Hong Kong Coliseum,LOHAS Park,False,False,True,name_similarity
N290,A28,LOHAS PARK STATION,TSUEN WAN WEST STATION,LOHAS Park,Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
N290,N796,LOHAS PARK STATION,TSUEN WAN WEST STATION,LOHAS Park,Mongkok (via Tsim Sha Tsui),True,False,False,name_similarity
N290,SP9,LOHAS PARK STATION,TSUEN WAN WEST STATION,Kai Tak Sports Park,LOHAS Park,False,False,True,name_similarity
N293,104R,SHEUNG TAK,MONG KOK (PARK AVENUE),Central (Ferry Piers),Mong Kok,False,True,False,name_similarity
N293,701,SHEUNG TAK,MONG KOK (PARK AVENUE),Hoi Lai Estate / Nam Cheong Station,Mong Kok,False,True,False,name_similarity
N293,701A,SHEUNG TAK,MONG KOK (PARK AVENUE),Hoi Ying Estate,Mong Kok,False,True,False,name_similarity
N293,701S,SHEUNG TAK,MONG KOK (PARK AVENUE),Hoi Lai Estate / Nam Cheong Station,Mong Kok,False,True,False,name_similarity
N293,795X,SHEUNG TAK,MONG KOK (PARK AVENUE),Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),True,False,False,name_similarity
N293,971R,SHEUNG TAK,MONG KOK (PARK AVENUE),Cyberport  (via Victoria Road),Mong Kok,False,True,False,name_similarity
N293,SP2,SHEUNG TAK,MONG KOK (PARK AVENUE),Kai Tak Sports Park,Mong Kok,False,True,False,name_similarity
N293,104R,MONG KOK (PARK AVENUE),SHEUNG TAK,Central (Ferry Piers),Mong Kok,False,False,True,name_similarity
N293,701,MONG KOK (PARK AVENUE),SHEUNG TAK,Hoi Lai Estate / Nam Cheong Station,Mong Kok,False,False,True,name_similarity
N293,701A,MONG KOK (PARK AVENUE),SHEUNG TAK,Hoi Ying Estate,Mong Kok,False,False,True,name_similarity
N293,701S,MONG KOK (PARK AVENUE),SHEUNG TAK,Hoi Lai Estate / Nam Cheong Station,Mong Kok,False,False,True,name_similarity
N293,971R,MONG KOK (PARK AVENUE),SHEUNG TAK,Cyberport  (via Victoria Road),Mong Kok,False,False,True,name_similarity
N293,SP2,MONG KOK (PARK AVENUE),SHEUNG TAK,Kai Tak Sports Park,Mong Kok,False,False,True,name_similarity
N30,A20,YUEN LONG STATION,AIRPORT (CHEONG TAT ROAD),Hung Hom Station,Airport,False,True,False,name_similarity
N30,A20,AIRPORT (CHEONG TAT ROAD),YUEN LONG STATION,Hung Hom Station,Airport,False,False,True,name_similarity
N307,18,TAI WO,SHEUNG WAN,North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,False,True,False,name_similarity
N307,302,TAI WO,SHEUNG WAN,Tsz Wan Shan (North),Sheung Wan,False,True,False,name_similarity
N307,307,TAI WO,SHEUNG WAN,Tai Po Centre,Central (Ferry Piers) / Sheung Wan,False,True,False,name_similarity
N307,307A,TAI WO,SHEUNG WAN,Tai Po Tau,Sheung Wan,False,True,False,name_similarity
N307,601P,TAI WO,SHEUNG WAN,Po Tat Estate,Sheung Wan,False,True,False,name_similarity
N307,681P,TAI WO,SHEUNG WAN,Ma On Shan (Yiu On Estate),Sheung Wan,False,True,False,name_similarity
N307,N307,TAI WO,SHEUNG WAN,Sheung Wan,Tai Wo,False,False,True,name_similarity
N307,1,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Happy Valley (Upper),True,False,False,name_similarity
N307,109,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Ho Man Tin Estate,True,False,False,name_similarity
N307,111,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Ping Shek Estate,True,False,False,name_similarity
N307,111P,CENTRAL (MACAU FERRY),TAI WO,Choi Fook Estate,Central (Macau Ferry),False,False,True,name_similarity
N307,115,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Kowloon City Ferry Pier,True,False,False,name_similarity
N307,115P,CENTRAL (MACAU FERRY),TAI WO,Laguna Verde,Central (Macau Ferry),False,False,True,name_similarity
N307,15,CENTRAL (MACAU FERRY),TAI WO,Central,The Peak,True,False,False,name_similarity
N307,182,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Sha Tin (Yu Chui Court),True,False,False,name_similarity
N307,182X,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Sha Tin (Yu Chui Court),True,False,False,name_similarity
N307,1P,CENTRAL (MACAU FERRY),TAI WO,Wong Nai Chung Road (Broadwood Road),Central,False,False,True,name_similarity
N307,2,CENTRAL (MACAU FERRY),TAI WO,Grand Promenade,Central (Macau Ferry),False,False,True,name_similarity
N307,37A,CENTRAL (MACAU FERRY),TAI WO,Chi Fu Fa Yuen,Central,False,False,True,name_similarity
N307,4,CENTRAL (MACAU FERRY),TAI WO,Wong Chuk Hang / Wah Fu (South),Central,False,False,True,name_similarity
N307,619,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Shun Lee Estate,True,False,False,name_similarity
N307,619P,CENTRAL (MACAU FERRY),TAI WO,Shun Lee Estate,Central (Macau Ferry),False,False,True,name_similarity
N307,619X,CENTRAL (MACAU FERRY),TAI WO,Shun Lee Estate,Central (Macau Ferry),False,False,True,name_similarity
N307,641,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Kai Tak (Kai Ching Estate),True,False,False,name_similarity
N307,788,CENTRAL (MACAU FERRY),TAI WO,Siu Sai Wan (Island Resort),Central (Macau Ferry),False,False,True,name_similarity
N307,88R,CENTRAL (MACAU FERRY),TAI WO,City One Shatin,Central,False,False,True,name_similarity
N307,N11,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Airport (Ground Transportation Centre),True,False,False,name_similarity
N307,N121,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Ngau Tau Kok,True,False,False,name_similarity
N307,N182,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Sha Tin (Kwong Yuen),True,False,False,name_similarity
N307,N307,CENTRAL (MACAU FERRY),TAI WO,Sheung Wan,Tai Wo,False,True,False,name_similarity
N307,N619,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Shun Lee Estate,True,False,False,name_similarity
N307,N680,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Ma On Shan (Kam Ying Court),True,False,False,name_similarity
N307,N691,CENTRAL (MACAU FERRY),TAI WO,Central (Macau Ferry),Tiu Keng Leng (King Ling Road),True,False,False,name_similarity
N307,N90,CENTRAL (MACAU FERRY),TAI WO,South Horizons,Central (Macau Ferry),False,False,True,name_similarity
N307,SP10,CENTRAL (MACAU FERRY),TAI WO,Kai Tak Sports Park,Central (Macau Ferry),False,False,True,name_similarity
N31,930X,TSUEN WAN (DISCOVERY PARK),AIRPORT (GROUND TRANSPORTATION CENTRE),Tsuen Wan (Discovery Park),Causeway Bay (Moreton Terrace),True,False,False,name_similarity
N31,A20,TSUEN WAN (DISCOVERY PARK),AIRPORT (GROUND TRANSPORTATION CENTRE),Hung Hom Station,Airport,False,True,False,name_similarity
N31,E23,TSUEN WAN (DISCOVERY PARK),AIRPORT (GROUND TRANSPORTATION CENTRE),Tsz Wan Shan (South),Airport (Ground Transportation Centre),False,True,False,name_similarity
N31,N11,TSUEN WAN (DISCOVERY PARK),AIRPORT (GROUND TRANSPORTATION CENTRE),Central (Macau Ferry),Airport (Ground Transportation Centre),False,True,False,name_similarity
N31,N21,TSUEN WAN (DISCOVERY PARK),AIRPORT (GROUND TRANSPORTATION CENTRE),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),False,True,False,name_similarity
N31,N930,TSUEN WAN (DISCOVERY PARK),AIRPORT (GROUND TRANSPORTATION CENTRE),Tsuen Wan (Discovery Park),Causeway Bay (Moreton Terrace),True,False,False,name_similarity
N31,A20,AIRPORT (GROUND TRANSPORTATION CENTRE),TSUEN WAN (DISCOVERY PARK),Hung Hom Station,Airport,False,False,True,name_similarity
N31,E23,AIRPORT (GROUND TRANSPORTATION CENTRE),TSUEN WAN (DISCOVERY PARK),Tsz Wan Shan (South),Airport (Ground Transportation Centre),False,False,True,name_similarity
N31,N11,AIRPORT (GROUND TRANSPORTATION CENTRE),TSUEN WAN (DISCOVERY PARK),Central (Macau Ferry),Airport (Ground Transportation Centre),False,False,True,name_similarity
N31,N21,AIRPORT (GROUND TRANSPORTATION CENTRE),TSUEN WAN (DISCOVERY PARK),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),False,False,True,name_similarity
N368,111P,YUEN LONG (WEST),CENTRAL (MACAU FERRY),Choi Fook Estate,Central (Macau Ferry),False,True,False,name_similarity
N368,115P,YUEN LONG (WEST),CENTRAL (MACAU FERRY),Laguna Verde,Central (Macau Ferry),False,True,False,name_similarity
N368,1P,YUEN LONG (WEST),CENTRAL (MACAU FERRY),Wong Nai Chung Road (Broadwood Road),Central,False,True,False,name_similarity
N368,2,YUEN LONG (WEST),CENTRAL (MACAU FERRY),Grand Promenade,Central (Macau Ferry),False,True,False,name_similarity
N368,37A,YUEN LONG (WEST),CENTRAL (MACAU FERRY),Chi Fu Fa Yuen,Central,False,True,False,name_similarity
N368,4,YUEN LONG (WEST),CENTRAL (MACAU FERRY),Wong Chuk Hang / Wah Fu (South),Central,False,True,False,name_similarity
N368,619P,YUEN LONG (WEST),CENTRAL (MACAU FERRY),Shun Lee Estate,Central (Macau Ferry),False,True,False,name_similarity
N368,619X,YUEN LONG (WEST),CENTRAL (MACAU FERRY),Shun Lee Estate,Central (Macau Ferry),False,True,False,name_similarity
N368,788,YUEN LONG (WEST),CENTRAL (MACAU FERRY),Siu Sai Wan (Island Resort),Central (Macau Ferry),False,True,False,name_similarity
N368,88R,YUEN LONG (WEST),CENTRAL (MACAU FERRY),City One Shatin,Central,False,True,False,name_similarity
N368,N90,YUEN LONG (WEST),CENTRAL (MACAU FERRY),South Horizons,Central (Macau Ferry),False,True,False,name_similarity
N368,SP10,YUEN LONG (WEST),CENTRAL (MACAU FERRY),Kai Tak Sports Park,Central (Macau Ferry),False,True,False,name_similarity
N368,1,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Central (Macau Ferry),Happy Valley (Upper),True,False,False,name_similarity
N368,109,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Central (Macau Ferry),Ho Man Tin Estate,True,False,False,name_similarity
N368,111,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Central (Macau Ferry),Ping Shek Estate,True,False,False,name_similarity
N368,111P,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Choi Fook Estate,Central (Macau Ferry),False,False,True,name_similarity
N368,115,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Central (Macau Ferry),Kowloon City Ferry Pier,True,False,False,name_similarity
N368,115P,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Laguna Verde,Central (Macau Ferry),False,False,True,name_similarity
N368,15,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Central,The Peak,True,False,False,name_similarity
N368,182,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Central (Macau Ferry),Sha Tin (Yu Chui Court),True,False,False,name_similarity
N368,182X,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Central (Macau Ferry),Sha Tin (Yu Chui Court),True,False,False,name_similarity
N368,1P,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Wong Nai Chung Road (Broadwood Road),Central,False,False,True,name_similarity
N368,2,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Grand Promenade,Central (Macau Ferry),False,False,True,name_similarity
N368,37A,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Chi Fu Fa Yuen,Central,False,False,True,name_similarity
N368,4,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Wong Chuk Hang / Wah Fu (South),Central,False,False,True,name_similarity
N368,619,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Central (Macau Ferry),Shun Lee Estate,True,False,False,name_similarity
N368,619P,CENTRAL (MACAU FERRY),YUEN LONG (WEST),Shun Lee Estate,Central (Macau Ferry),False,False,True,name_similarity
